,Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use
1697,3,0,13,1,0,13,3,1,1,98.64,0,1.2287878787878788
1698,0,0,6,0,176,4,2,1,1,971.91,0,2.363095238095238
1699,0,1,6,0,0,1,2,1,1,48.375,1,2.542857142857143
1700,5,0,36,0,7,18,2,1,1,225.945,0,1.0744949494949496
1701,0,0,37,0,9,0,2,1,2,40.5,0,0.0
1702,7,0,35,0,361,25,2,1,1,1732.185,0,0.7084848484848485
1703,7,0,36,0,3,36,1,1,1,244.42,0,1.1155737704918032
1704,0,0,36,0,4,34,1,1,1,150.205,0,0.7163522012578617
1705,8,0,36,0,34,29,2,1,1,321.165,0,0.7922077922077922
1706,1,0,36,0,287,19,3,1,1,1239.16,0,1.1004901960784312
1707,10,0,35,1,146,44,3,1,1,948.64,0,1.293103448275862
1708,4,0,36,0,2,45,3,1,1,560.88,0,1.3880081300813008
1709,4,0,36,0,4,26,3,1,1,195.12,0,0.9401709401709402
1710,3,0,36,0,9,13,2,1,1,305.685,0,1.0746296296296296
1711,6,1,36,0,10,18,3,1,2,126.88,0,0.722108843537415
1712,22,0,36,2,56,33,3,1,1,833.8,0,1.1382575757575757
1713,1,0,36,0,485,9,3,1,1,2060.08,0,2.2575757575757573
1714,6,0,35,0,152,31,2,1,1,1383.615,0,1.4472693032015067
1715,0,0,35,0,188,27,3,1,1,1010.64,0,1.3137860082304527
1716,0,0,35,0,2,12,2,1,2,43.605,0,1.4074074074074074
1717,0,0,36,0,15,9,2,1,2,94.68,0,1.1018518518518519
1718,0,0,35,0,2,0,2,1,2,9.0,1,0.0
1719,0,0,35,0,386,44,2,1,1,2075.175,0,1.0099726775956284
1720,4,0,35,0,13,48,3,1,1,511.96,0,1.2695749440715882
1721,5,0,35,0,110,38,2,1,1,795.285,0,1.572142857142857
1722,20,0,31,0,18,18,2,1,2,120.69,1,0.3333333333333333
1723,18,0,34,7,3,43,4,1,1,267.7,0,1.9545454545454546
1724,10,0,34,0,28,25,2,1,1,386.82,1,1.022043010752688
1725,0,0,32,0,2,15,3,1,1,117.68,0,2.6715686274509802
1726,6,0,33,0,11,17,2,1,2,180.495,1,1.3310185185185184
1727,6,1,34,0,36,32,3,1,2,231.68,1,0.92008547008547
1728,0,0,34,0,2,0,3,1,2,8.0,1,0.0
1729,0,0,34,0,2,7,3,1,1,70.92,0,1.2941666666666667
1730,0,0,31,0,16,23,4,1,1,209.05,0,1.2083333333333335
1731,0,0,34,0,11,5,4,1,2,40.375,1,4.275
1732,0,0,34,0,6,0,5,1,1,9.0,0,0.0
1733,22,0,29,2,2,81,2,1,1,737.685,0,1.1416309012875536
1734,3,0,32,2,273,34,2,2,1,1541.745,0,1.0285285285285286
1735,0,0,34,0,4,29,2,1,1,183.6,0,0.7798701298701298
1736,0,0,33,0,40,21,3,1,2,223.56,0,0.6623931623931624
1737,3,0,34,0,177,24,2,1,1,918.585,0,0.9253472222222222
1738,1,0,25,0,195,12,2,2,1,932.895,0,0.6451612903225806
1739,1,0,24,0,32,69,4,1,1,117.175,0,0.7122549019607842
1740,8,0,25,0,12,8,2,1,2,81.225,0,0.4875
1741,0,0,24,0,23,4,4,1,2,75.375,0,2.3666666666666667
1742,7,0,23,0,21,14,2,1,1,145.665,0,0.6851851851851852
1743,0,0,23,0,10,24,3,1,1,166.64,0,0.9255952380952381
1744,0,0,16,0,30,15,2,1,1,207.045,0,1.253968253968254
1745,13,0,15,0,87,43,1,2,1,831.215,0,0.7692401960784313
1746,9,0,13,0,75,41,4,1,1,412.075,0,0.8852409638554216
1747,5,0,14,2,33,20,3,1,1,243.08,0,1.1404166666666666
1748,0,0,7,0,217,11,3,1,1,1040.4,0,2.0357142857142856
1749,0,1,7,0,2,8,2,1,1,71.37,1,1.6333333333333333
1750,1,0,36,0,0,12,2,1,1,177.255,0,1.0091145833333333
1752,3,0,35,0,343,19,2,1,1,1633.995,0,0.6157232704402515
1753,3,0,36,0,0,30,2,1,1,169.29,0,1.046045197740113
1754,0,0,36,0,0,28,1,1,1,107.195,0,0.6202614379084967
1755,4,0,36,0,16,23,2,1,1,222.975,0,0.7288888888888888
1756,0,0,36,0,269,13,3,1,1,1151.88,0,0.9713541666666666
1757,6,0,35,1,128,38,3,1,1,861.36,0,1.2602339181286548
1758,0,0,36,0,0,39,3,1,1,537.6,0,1.3660493827160494
1759,0,0,36,0,0,20,3,1,1,163.84,0,0.881578947368421
1760,0,0,36,0,0,7,2,1,1,247.995,0,1.0270833333333333
1761,2,0,36,0,0,12,3,1,2,71.6,0,0.6180851063829788
1762,18,0,36,2,38,27,3,1,1,746.52,0,1.1196483180428134
1763,0,0,36,0,467,3,3,1,1,1972.8,0,2.166666666666667
1764,2,0,35,0,134,25,2,1,1,1285.425,0,1.4276190476190476
1765,0,0,35,0,170,21,3,1,1,923.36,0,1.2668776371308017
1766,0,0,35,0,0,6,2,1,2,17.415,0,0.9047619047619048
1767,0,0,36,0,0,3,2,1,2,9.99,0,0.511904761904762
1769,0,0,35,0,368,38,2,1,1,1976.985,0,0.9740277777777778
1770,0,0,35,0,0,42,3,1,1,444.68,0,1.243764172335601
1771,1,0,35,0,92,32,2,1,1,697.095,0,1.5252450980392158
1772,16,1,31,0,0,12,2,1,2,22.5,1,0.19166666666666668
1773,14,0,34,7,0,37,4,1,1,250.65,0,1.9263565891472867
1774,6,0,34,0,10,19,2,1,1,288.63,1,0.9749084249084249
1775,0,0,32,0,0,9,3,1,1,94.4,0,2.6055555555555556
1776,2,1,33,0,0,11,2,1,2,113.805,1,1.2230392156862746
1777,2,0,34,0,18,26,3,1,2,144.4,1,0.7986486486486487
1778,0,0,34,0,0,0,3,1,2,0.0,1,0.0
1779,0,0,34,0,0,1,3,1,1,47.64,0,1.0861111111111112
1780,0,0,31,0,0,17,4,1,1,159.5,0,1.1648148148148147
1781,0,0,34,0,0,0,4,1,2,0.0,1,0.0
1783,18,0,29,2,0,75,2,1,1,711.495,0,1.1240981240981243
1784,0,0,32,2,255,28,2,2,1,1443.555,0,0.9892966360856269
1785,0,0,34,0,0,23,2,1,1,148.41,0,0.7162222222222222
1786,0,0,33,0,22,15,3,1,2,136.28,0,0.527027027027027
1787,0,0,34,0,159,18,2,1,1,820.395,0,0.8278985507246377
1788,0,0,25,0,177,6,2,2,1,834.705,0,0.47126436781609193
1789,0,0,24,0,14,63,4,1,1,62.625,0,0.5588541666666667
1790,4,0,25,0,0,2,2,1,2,10.035,0,0.1898148148148148
1791,0,0,24,0,5,0,4,1,2,12.5,0,0.0
1792,3,0,23,0,3,8,2,1,1,47.475,0,0.48666666666666664
1793,0,0,23,0,0,18,3,1,1,111.36,0,0.8425925925925926
1794,0,0,16,0,12,9,2,1,1,108.855,0,1.0526315789473684
1795,9,0,15,0,69,37,1,2,1,711.205,0,0.733457711442786
1796,5,0,13,0,57,35,4,1,1,357.525,0,0.8574186991869919
1797,1,0,14,2,15,14,3,1,1,155.8,0,1.0337719298245613
1798,0,0,7,0,199,5,3,1,1,953.12,0,1.9671717171717173
1799,0,0,7,0,0,2,2,1,1,45.18,1,1.377777777777778
1800,1,0,31,0,0,14,2,1,1,185.58,0,1.1483050847457628
1802,3,0,30,0,344,21,2,1,1,1646.82,0,0.7458333333333332
1803,3,0,31,0,0,32,1,1,1,217.085,0,1.2015432098765433
1804,0,0,31,0,0,30,1,1,1,117.37,0,0.7565217391304347
1805,4,0,31,0,17,25,2,1,1,235.8,0,0.8261904761904763
1806,0,0,31,0,270,15,3,1,1,1163.28,0,1.2685185185185186
1807,6,0,30,0,129,40,3,1,1,872.76,0,1.3470948012232418
1808,0,0,31,0,0,41,3,1,1,545.0,0,1.429723991507431
1809,0,0,31,0,0,22,3,1,1,171.24,0,0.9882629107981221
1810,0,0,31,0,0,9,2,1,1,256.32,0,1.1271084337349397
1811,2,0,31,0,0,14,3,1,2,79.0,0,0.7670634920634921
1812,18,0,31,1,39,29,2,1,1,852.66,0,1.1607981220657277
1813,0,0,31,0,468,5,3,1,1,1984.2,0,3.1
1814,2,0,30,0,135,27,2,1,1,1298.25,0,1.488235294117647
1815,0,0,30,0,171,23,3,1,1,934.76,0,1.3952702702702702
1816,0,0,30,0,0,8,2,1,2,25.74,0,4.75
1817,0,0,31,0,0,5,2,1,2,18.315,0,3.375
1819,0,0,30,0,369,40,2,1,1,1989.81,0,1.0439130434782609
1820,0,0,30,0,0,44,3,1,1,452.08,0,1.3098591549295775
1821,1,0,30,0,93,34,2,1,1,709.92,0,1.6965608465608466
1822,16,0,26,0,1,14,2,1,2,35.325,1,0.30952380952380953
1823,14,0,29,6,0,39,4,1,1,255.275,0,2.0843621399176957
1824,6,0,29,0,11,21,2,1,1,301.455,1,1.0684108527131784
1825,0,0,27,0,0,11,3,1,1,101.8,0,4.225
1826,2,0,28,0,0,13,2,1,2,122.13,1,1.543103448275862
1827,2,0,29,0,19,28,3,1,2,155.8,1,1.0223958333333334
1829,0,0,29,0,0,3,3,1,1,55.04,0,1.7474358974358972
1830,0,0,26,0,0,19,4,1,1,164.125,0,1.2705882352941176
1831,0,0,29,0,0,0,3,1,2,0.0,1,0.0
1832,0,0,29,0,0,0,4,1,1,0.0,0,0.0
1833,18,0,24,1,0,77,2,1,1,719.82,0,1.1629793510324482
1834,0,0,27,1,256,30,2,2,1,1456.38,0,1.0673076923076923
1835,0,0,29,0,0,25,2,1,1,156.735,0,0.8126190476190476
1836,0,0,28,0,23,17,3,1,2,147.68,0,0.7083333333333334
1837,0,0,29,0,160,20,2,1,1,833.22,0,1.0060975609756098
1838,0,0,20,0,178,8,2,2,1,847.53,0,0.7013888888888888
1839,0,0,19,0,15,65,4,1,1,69.75,0,0.7796296296296297
1840,4,0,20,0,0,4,2,1,2,18.36,0,0.5064102564102564
1841,0,0,19,0,6,2,4,1,2,28.1,0,2.1666666666666665
1842,3,0,18,0,4,10,1,1,1,73.7,0,0.7666666666666667
1843,0,0,18,0,0,20,3,1,1,118.76,0,0.9931972789115646
1844,0,0,11,0,13,11,2,1,1,121.68,0,1.6547619047619049
1845,9,0,10,0,70,39,1,2,1,726.88,0,0.7864341085271318
1846,5,0,8,0,58,37,4,1,1,364.65,0,0.9042976939203354
1847,1,0,9,1,16,16,3,1,1,167.2,0,1.2863636363636364
1848,0,0,3,0,200,7,2,1,1,1085.085,0,2.431547619047619
1849,0,0,3,0,0,4,2,1,1,53.505,1,2.814285714285714
1850,5,0,41,0,6,16,3,1,1,189.44,0,0.954225352112676
1851,0,0,42,0,8,3,3,1,2,32.72,0,0.043333333333333335
1852,7,0,40,0,360,23,3,1,1,1528.32,0,0.5966666666666666
1853,7,0,41,0,2,34,1,1,1,228.745,0,0.9830808080808082
1854,0,0,41,0,3,32,2,1,1,110.07,0,0.6
1855,8,0,41,1,33,27,3,1,1,274.08,0,0.7052845528455285
1856,1,0,41,0,286,17,3,1,1,1227.76,0,0.8782051282051282
1857,10,0,40,2,145,42,3,1,1,937.24,0,1.2134986225895317
1858,4,0,41,0,1,43,3,1,1,549.48,0,1.3282051282051281
1859,4,0,41,1,3,24,3,1,1,183.72,0,0.8453815261044177
1860,3,0,41,0,8,11,3,1,1,260.32,0,0.9847368421052631
1861,6,0,41,0,9,16,3,1,2,115.48,0,0.596604938271605
1862,22,0,41,3,55,31,3,1,1,822.4,0,1.0988888888888888
1863,1,0,41,1,484,7,3,1,1,2048.68,0,1.7222222222222223
1864,6,0,40,0,151,29,2,1,1,1370.79,0,1.39010989010989
1865,0,0,40,1,187,25,3,1,1,999.24,0,1.2005813953488371
1866,0,0,40,0,1,10,2,1,2,30.78,0,0.6785714285714286
1867,0,0,41,0,14,7,3,1,2,72.76,0,0.48214285714285715
1868,0,0,40,0,1,0,2,1,2,4.5,1,0.0
1869,0,0,40,0,385,42,3,1,1,1833.2,0,0.945275590551181
1870,4,0,40,1,12,46,4,1,1,312.85,0,1.2077922077922079
1871,5,0,40,1,109,36,2,1,1,782.46,0,1.4251111111111112
1872,20,0,36,0,17,16,3,1,2,95.88,1,0.23049645390070922
1873,18,0,39,8,2,41,5,1,1,156.345,0,1.8154121863799284
1874,10,0,39,1,27,23,2,1,1,373.995,1,0.9375850340136055
1875,0,0,37,0,1,13,3,1,1,106.28,0,1.9204545454545454
1876,6,1,38,0,10,15,3,1,2,149.04,1,1.0914634146341464
1877,6,0,39,0,35,30,3,1,2,220.28,1,0.7435606060606061
1878,0,0,39,0,1,0,3,1,2,4.0,1,0.0
1879,0,0,39,0,1,5,4,1,1,37.2,0,0.9086666666666666
1880,0,0,36,1,15,21,5,1,1,121.155,0,1.1134020618556701
1881,0,0,39,0,10,3,4,1,2,33.25,1,0.7690476190476191
1882,0,0,39,1,5,1,5,1,1,8.055,0,0.1375
1883,22,0,34,3,1,79,2,1,1,724.86,0,1.1043417366946777
1884,3,0,37,3,272,32,2,2,1,1528.92,0,0.9568965517241379
1885,0,0,39,0,3,27,3,1,1,151.8,0,0.6936991869918699
1886,0,0,38,0,39,19,3,1,2,212.16,0,0.5151515151515151
1887,3,0,39,0,176,22,2,1,1,905.76,0,0.7783018867924528
1888,1,0,30,1,194,10,2,2,1,920.07,0,0.46759259259259256
1889,1,0,29,0,31,67,4,1,1,110.05,0,0.5397435897435897
1890,8,0,30,0,11,6,3,1,2,60.8,0,0.2633333333333333
1891,0,0,29,0,22,2,4,1,2,68.25,0,0.8666666666666666
1892,7,0,28,0,20,12,2,1,1,132.84,0,0.4791666666666667
1893,0,0,28,0,9,22,3,1,1,155.24,0,0.7978142076502732
1894,0,0,21,0,29,13,2,1,1,194.22,0,0.8910256410256411
1895,13,0,20,1,86,41,2,2,1,667.26,0,0.7195035460992908
1896,9,0,18,0,74,39,5,1,1,242.97,0,0.8408382066276803
1897,5,0,19,3,32,18,3,1,1,231.68,0,0.9433333333333334
1898,0,0,12,1,216,9,3,1,1,1029.0,0,1.7020833333333332
1899,0,0,12,1,1,6,3,1,1,52.04,1,1.0368421052631578
1900,9,0,37,0,23,15,2,1,1,321.795,0,1.0471491228070176
1901,1,0,38,0,8,2,2,1,2,68.985,0,1.205
1902,11,0,36,0,360,22,2,1,1,1751.535,0,0.7328205128205129
1903,11,0,37,0,2,33,1,1,1,268.07,0,1.0805164319248826
1904,4,0,37,0,3,31,1,1,1,173.855,0,0.7402116402116402
1905,12,0,37,1,33,26,3,1,1,302.68,0,0.8007662835249043
1906,5,0,37,0,286,16,3,1,1,1256.36,0,1.0473484848484849
1907,14,0,36,2,145,41,3,1,1,965.84,0,1.259259259259259
1908,8,0,37,0,1,42,3,1,1,578.08,0,1.3580459770114943
1909,8,0,37,1,3,23,3,1,1,212.32,0,0.9318181818181818
1910,7,0,37,0,8,10,2,1,1,325.035,0,1.0538333333333334
1911,10,0,37,0,9,15,3,1,2,144.08,0,0.7466101694915254
1912,26,1,37,3,55,30,3,1,1,851.0,0,1.1264492753623188
1913,5,0,37,1,484,6,3,1,1,2077.28,0,1.8229166666666667
1914,10,0,36,0,151,28,2,1,1,1402.965,0,1.4162210338680925
1915,4,0,36,1,187,24,3,1,1,1027.84,0,1.2646520146520146
1916,1,0,36,0,1,9,2,1,2,62.955,0,1.1228070175438596
1917,3,0,37,0,14,6,2,1,2,114.03,0,0.9780701754385964
1918,0,0,36,0,1,0,2,1,2,4.5,1,0.0
1919,4,0,36,0,385,41,2,1,1,2094.525,0,0.9991161616161616
1920,8,0,36,1,12,45,3,1,1,529.16,0,1.2442348008385744
1921,9,0,36,1,109,35,2,1,1,814.635,0,1.4839583333333333
1922,24,0,32,0,17,15,2,1,2,140.04,1,0.4358974358974359
1923,22,0,35,8,2,40,4,1,1,278.45,0,1.8435374149659862
1924,14,0,35,1,27,22,2,1,1,406.17,0,1.006957928802589
1925,2,0,33,0,1,12,3,1,1,134.88,0,2.0030864197530867
1926,10,0,34,0,10,14,3,1,2,177.64,1,1.230072463768116
1927,10,1,35,0,35,29,3,1,2,248.88,1,0.9091836734693877
1928,1,0,35,0,1,1,3,1,2,25.8,1,1.280952380952381
1929,2,0,35,0,1,4,3,1,1,88.12,0,1.1516666666666666
1930,4,0,32,1,15,20,4,1,1,219.8,0,1.1748366013071896
1931,1,0,35,0,10,2,4,1,2,51.125,1,1.434722222222222
1932,1,0,35,1,5,1,5,1,1,18.78,0,1.3759259259259258
1933,26,0,30,3,1,78,2,1,1,757.035,0,1.1303155006858712
1934,7,0,33,3,272,31,2,2,1,1561.095,0,1.0151515151515151
1935,3,0,35,0,3,26,2,1,1,202.95,0,0.7898467432950191
1936,4,0,34,0,39,18,3,1,2,240.76,0,0.7040816326530612
1937,7,0,35,0,176,21,2,1,1,937.935,0,0.9152298850574713
1938,5,0,26,1,194,9,2,2,1,952.245,0,0.6991869918699187
1939,5,0,25,0,31,66,4,1,1,127.925,0,0.7473484848484848
1940,12,0,26,0,11,5,2,1,2,100.575,0,0.6138888888888889
1941,1,0,25,0,22,1,4,1,2,86.125,0,1.3666666666666667
1942,11,0,24,0,20,11,2,1,1,165.015,0,0.7342342342342343
1943,3,0,24,0,9,21,3,1,1,183.84,0,0.9166666666666666
1944,3,0,17,0,29,12,2,1,1,226.395,0,1.1290322580645162
1945,17,0,16,1,86,40,1,2,1,854.865,0,0.7759132420091324
1946,13,0,14,0,74,38,4,1,1,422.825,0,0.8841856060606061
1947,9,0,15,3,32,17,3,1,1,260.28,0,1.0856666666666666
1948,3,0,8,1,216,8,3,1,1,1057.6,0,1.7759259259259261
1949,4,0,8,1,1,5,3,1,1,80.64,1,1.3138888888888889
1950,0,0,35,0,0,15,2,1,1,153.405,0,1.0354938271604939
1952,0,0,34,0,327,22,2,1,1,1538.145,0,0.5573643410852713
1953,0,0,35,0,0,33,1,1,1,177.76,0,1.0826530612244898
1954,0,0,35,0,0,31,1,1,1,78.045,0,0.5601626016260162
1955,0,0,35,0,0,26,2,1,1,127.125,0,0.7076923076923077
1956,0,0,35,0,253,16,3,1,1,1066.68,0,1.018939393939394
1957,2,0,34,0,112,41,3,1,1,776.16,0,1.2980769230769231
1958,0,0,35,0,0,42,3,1,1,516.4,0,1.3989035087719297
1959,0,0,35,0,0,23,3,1,1,142.64,0,0.8838383838383839
1960,0,0,35,0,0,10,2,1,1,224.145,0,1.0476495726495727
1961,0,0,35,0,0,15,3,1,2,50.4,0,0.5509009009009009
1962,14,0,35,1,22,30,2,1,1,743.985,0,1.1318108974358974
1963,0,0,35,0,451,6,3,1,1,1887.6,0,3.4666666666666663
1964,0,0,34,0,118,28,2,1,1,1189.575,0,1.4616161616161616
1965,0,0,34,0,154,24,3,1,1,838.16,0,1.3248792270531402
1969,0,0,34,0,352,41,2,1,1,1881.135,0,0.9837878787878788
1970,0,0,34,0,0,45,3,1,1,423.48,0,1.2712895377128952
1971,0,0,34,0,76,35,2,1,1,601.245,0,1.638793103448276
1972,0,1,30,0,0,0,2,1,2,0.0,1,0.0
1973,10,0,33,6,0,40,4,1,1,237.4,0,2.0657894736842106
1974,2,1,33,0,0,22,2,1,1,219.78,1,0.9882716049382716
1975,0,0,31,0,0,12,3,1,1,73.2,0,6.083333333333334
1976,0,0,32,0,0,14,2,1,2,89.955,1,1.3715277777777777
1977,0,0,33,0,2,29,3,1,2,59.2,1,0.7734567901234568
1978,0,1,33,0,0,0,2,1,2,0.0,1,0.0
1979,0,0,33,0,0,4,3,1,1,26.44,0,1.3604166666666666
1980,0,0,30,0,0,20,4,1,1,146.25,0,1.2020833333333334
1983,14,0,28,1,0,78,2,1,1,687.645,0,1.1357466063348416
1984,0,0,31,1,239,31,2,2,1,1347.705,0,1.0016835016835017
1985,0,0,33,0,0,26,2,1,1,124.56,0,0.693076923076923
1986,0,0,32,0,6,18,3,1,2,51.08,0,0.4012345679012346
1987,0,0,33,0,143,21,2,1,1,724.545,0,0.8171296296296297
1988,0,0,24,0,161,9,2,2,1,738.855,0,0.2631578947368421
1989,0,0,23,0,0,66,4,1,1,14.375,0,0.41893939393939394
1990,0,0,24,0,0,0,2,1,2,0.0,0,0.0
1992,0,0,22,0,0,11,2,1,1,10.125,0,0.23333333333333334
1993,0,0,22,0,0,21,3,1,1,90.16,0,0.8371212121212122
1994,0,0,15,0,0,12,2,1,1,31.005,0,1.2592592592592593
1995,5,0,14,0,53,40,1,2,1,594.055,0,0.7227150537634408
1996,1,0,12,0,41,38,4,1,1,304.275,0,0.8568181818181817
1997,0,0,13,1,0,17,3,1,1,74.6,0,1.093452380952381
1998,0,0,6,0,183,8,3,1,1,867.92,0,2.4456521739130435
1999,0,0,6,0,0,5,2,1,1,21.33,1,3.933333333333333
2018,0,1,35,0,0,0,2,1,2,0.0,1,0.0
2024,8,0,34,0,19,22,2,1,1,337.725,1,0.9987318840579711
2027,4,1,34,0,27,29,3,1,2,188.04,1,0.8609649122807018
2031,0,1,34,0,2,2,4,1,2,13.1,1,5.383333333333334
2038,0,0,25,0,186,9,2,2,1,883.8,0,0.5611111111111111
2045,11,0,15,0,78,40,1,2,1,771.21,0,0.7514814814814815
2046,7,0,13,0,66,38,4,1,1,384.8,0,0.8714141414141414
2047,3,0,14,2,24,17,3,1,1,199.44,0,1.0884615384615386
2049,0,0,7,0,0,5,2,1,1,53.775,1,1.5153846153846153
2072,18,1,31,0,9,15,2,1,2,71.595,1,0.26422764227642276
2076,4,1,33,0,2,14,2,1,2,131.4,1,1.2785714285714285
2100,13,0,40,1,12,19,3,1,1,238.08,0,1.0119047619047619
2101,5,0,41,0,14,6,3,1,2,81.36,0,0.9439393939393939
2102,15,0,39,1,366,26,3,1,1,1576.96,0,0.6964646464646465
2103,15,0,40,1,8,37,1,1,1,295.625,0,1.042361111111111
2104,8,0,40,1,9,35,2,1,1,164.79,0,0.7026041666666667
2105,16,0,40,2,39,30,3,1,1,322.72,0,0.7727272727272727
2106,9,0,40,1,292,20,3,1,1,1276.4,0,0.9870370370370369
2107,18,0,39,3,151,45,3,1,1,985.88,0,1.236220472440945
2108,12,0,40,1,7,46,3,1,1,598.12,0,1.3407619047619048
2109,12,0,40,2,9,27,3,1,1,232.36,0,0.9026217228464419
2110,11,0,40,1,14,14,3,1,1,308.96,0,1.026897689768977
2111,14,1,40,0,15,19,3,1,2,164.12,0,0.7063888888888888
2112,30,0,40,4,61,34,3,2,1,871.04,0,1.1143578643578644
2113,9,0,40,2,490,10,3,1,1,2097.32,0,1.7171717171717171
2114,14,0,39,1,157,32,2,1,1,1425.51,0,1.399822695035461
2115,8,0,39,2,193,28,3,1,1,1047.88,0,1.2327898550724639
2116,5,0,39,0,7,13,2,1,2,85.5,0,0.9833333333333334
2117,7,0,40,0,20,10,3,1,2,121.4,0,0.8458333333333334
2118,5,0,39,0,7,2,2,1,2,45.495,1,0.8472222222222222
2119,8,0,39,1,391,45,3,1,1,1881.84,0,0.9790726817042607
2120,12,0,39,2,18,49,4,1,1,343.25,0,1.2260416666666667
2121,13,0,39,2,115,39,2,1,1,837.18,0,1.4450617283950618
2122,28,0,35,0,23,19,3,1,2,144.52,1,0.39622641509433965
2123,26,0,38,9,8,44,5,1,1,174.585,0,1.8080808080808082
2124,18,0,38,2,33,26,2,1,1,428.715,0,0.98125
2125,6,0,36,1,7,16,3,1,1,154.92,0,1.8720238095238095
2126,14,1,37,0,16,18,3,1,2,197.68,1,1.1684397163120568
2127,14,1,38,0,41,33,4,1,2,168.075,1,0.8576666666666667
2128,5,0,38,0,7,4,3,1,2,45.84,1,0.9125
2129,6,0,38,1,7,8,4,1,1,67.6,0,1.060752688172043
2130,8,0,35,2,21,24,5,1,1,139.395,0,1.1472491909385114
2131,5,0,38,0,16,6,4,1,2,63.65,1,1.1961538461538461
2132,5,0,38,2,11,4,5,1,1,26.295,0,1.0716666666666668
2133,30,0,33,4,7,82,2,2,1,779.58,0,1.1188524590163935
2134,11,0,36,4,278,35,3,2,1,1407.68,0,0.9931693989071039
2135,7,0,38,1,9,30,3,1,1,200.44,0,0.7619318181818181
2136,8,0,37,0,45,22,3,1,2,260.8,0,0.6566666666666667
2137,11,0,38,1,182,25,2,1,1,960.48,0,0.8714689265536723
2138,9,0,29,2,200,13,3,2,1,866.48,0,0.6428571428571429
2139,9,0,28,1,37,70,5,1,1,84.27,0,0.6937037037037037
2140,16,0,29,0,17,9,3,1,2,109.44,0,0.5403225806451613
2141,5,0,28,0,28,5,4,1,2,98.65,0,1.1770833333333333
2142,15,0,27,1,26,15,2,1,1,187.56,0,0.6710526315789473
2143,7,0,27,1,15,25,3,1,1,203.88,0,0.8781094527363185
2144,7,0,20,1,35,16,3,1,1,221.28,0,1.0416666666666667
2145,21,0,19,2,92,44,2,2,1,722.025,0,0.7594104308390023
2146,17,0,17,1,80,42,5,1,1,261.225,0,0.8698681732580038
2147,13,0,18,4,38,21,3,2,1,280.36,0,1.0320261437908496
2148,7,0,11,2,222,12,3,1,1,1077.64,0,1.701086956521739
2149,8,1,11,2,7,9,3,1,1,100.72,1,1.1953333333333334
2150,16,0,42,2,17,21,3,1,1,260.6,0,0.9864583333333334
2151,8,0,43,2,19,8,3,1,1,103.88,0,0.8130952380952381
2152,18,0,41,2,371,28,3,1,1,1599.48,0,0.6806763285024154
2153,18,0,42,2,13,39,1,1,1,326.59,0,1.014
2154,11,0,42,2,14,37,2,1,1,190.125,0,0.6860696517412935
2155,19,0,42,3,44,32,3,1,1,345.24,0,0.7582417582417582
2156,12,0,42,2,297,22,4,1,1,811.825,0,0.9461805555555555
2157,21,0,41,4,156,47,3,1,1,1008.4,0,1.2153846153846153
2158,15,0,42,2,12,48,3,1,1,620.64,0,1.3237827715355805
2159,15,0,42,3,14,29,4,1,1,159.3,0,0.8840579710144927
2160,14,0,42,2,19,16,3,1,1,331.48,0,1.0068910256410257
2161,17,0,42,2,20,21,4,1,1,116.65,0,0.6886243386243386
2162,33,0,42,5,66,36,3,2,1,893.56,0,1.1043447293447295
2163,12,0,42,3,495,12,4,1,1,1324.9,0,1.6018518518518519
2164,17,0,41,2,162,34,2,1,1,1450.845,0,1.3830715532286213
2165,11,0,41,3,198,30,3,1,1,1070.4,0,1.2043859649122808
2166,8,0,41,2,12,15,2,1,1,110.835,0,0.8985507246376813
2167,10,0,42,2,25,12,3,1,1,143.92,0,0.7789855072463768
2168,8,0,41,2,12,4,3,1,1,62.96,1,0.6759259259259259
2169,11,0,41,2,396,47,3,1,1,1904.36,0,0.964828431372549
2170,15,0,41,3,23,51,4,1,1,357.325,0,1.2096114519427403
2171,16,0,41,3,120,41,2,1,1,862.515,0,1.4053571428571427
2172,31,1,37,2,28,21,3,1,1,167.04,1,0.39285714285714285
2173,29,1,40,10,13,46,5,2,1,183.03,0,1.7647058823529411
2174,21,0,40,3,38,28,3,1,1,403.6,0,0.9630841121495327
2175,9,0,38,2,12,18,3,1,1,177.44,0,1.7231182795698925
2176,17,1,39,2,21,20,3,1,1,220.2,1,1.1183333333333332
2177,17,0,40,2,46,35,4,1,1,182.15,1,0.8279874213836478
2178,8,0,40,2,12,6,3,1,1,68.36,1,0.7545454545454546
2179,9,0,40,2,12,10,4,1,1,81.675,0,0.9965686274509804
2180,11,0,37,3,26,26,5,1,1,147.84,0,1.1242138364779874
2181,8,1,40,2,21,8,4,1,1,77.725,1,1.034375
2182,8,0,40,3,16,6,5,1,1,34.74,0,0.9012820512820513
2183,33,0,35,5,12,84,2,2,1,804.915,0,1.1093117408906883
2184,14,0,38,5,283,37,3,2,1,1430.2,0,0.9773333333333334
2185,10,0,40,2,14,32,3,1,1,222.96,0,0.7478021978021978
2186,11,0,39,2,50,24,4,1,1,177.075,0,0.6383647798742139
2187,14,0,40,2,187,27,2,1,1,985.815,0,0.8454301075268816
2188,12,0,31,3,205,15,3,2,1,889.0,0,0.6222222222222222
